author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Time Property,real_estate_agent,https://www.cian.ru/sale/flat/317547267/,Москва,sale,flat,2,4,2,63.9,-1,0,50000000,Мещанский,Олимпийский проспект,12,Цветной бульвар,Sole Hills
Наталья Купатадзе,realtor,https://www.cian.ru/sale/flat/317286834/,Москва,sale,flat,9,14,2,51.0,-1,0,16500000,Марьино,Новочеркасский бульвар,27,Марьино,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/310765033/,Москва,sale,flat,15,22,2,56.0,-1,0,27900000,Раменки, Столетова,15,Раменки,Мичуринский
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/310531592/,Москва,sale,flat,2,22,2,57.8,-1,0,14450000,Марьино,Поречная ,23,Марьино,
ID 67649507,unknown,https://www.cian.ru/sale/flat/317323132/,Москва,sale,flat,11,13,2,50.0,-1,0,32700000,Таганский,Верхняя Сыромятническая ,2,Чкаловская,
Премьер Плюс,real_estate_agent,https://www.cian.ru/sale/flat/317704776/,Москва,sale,flat,9,9,2,46.0,-1,0,13100000,Выхино-Жулебино,Ташкентская ,16К1,Юго-Восточная,
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/294203461/,Москва,sale,flat,2,9,2,60.0,-1,0,93000000,Таганский,Большой Николоворобинский переулок,9к1,Китай-город,Дом NV/9
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/317784242/,Москва,sale,flat,5,34,2,74.0,-1,0,57000000,Хорошево-Мневники,Шелепихинская набережная,34к3зд7,Шелепиха,Сердце Столицы
Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/317138954/,Москва,sale,flat,9,37,2,45.0,-1,0,24700000,Останкинский, Годовикова,11к2,Алексеевская,iLove
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/304388593/,Москва,sale,flat,2,7,2,60.0,-1,0,93000000,Таганский,Большой Николоворобинский переулок,9к1,Китай-город,Дом NV/9
ZIP Realty,real_estate_agent,https://www.cian.ru/sale/flat/314272034/,Москва,sale,flat,5,18,2,79.7,-1,0,42000000,Хорошево-Мневники,Карамышевская набережная,36,Народное Ополчение,Wellton park
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/314904309/,Москва,sale,flat,9,12,2,54.7,-1,0,14490000,Кунцево, Ивана Франко,32К1,Рабочий посёлок,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/317041390/,Москва,sale,flat,11,26,2,75.0,-1,0,35500000,Раменки, Василия Ланового,3,Аминьевская,Событие
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/315245009/,Москва,sale,flat,6,16,2,160.0,-1,0,280000000,Якиманка, Большая Якиманка,22К3,Полянка,Коперник
ГЦН,real_estate_agent,https://www.cian.ru/sale/flat/317360162/,Москва,sale,flat,10,17,2,57.5,-1,0,14900000,Северное Бутово,Коктебельская ,4К2,Бульвар Дмитрия Донского,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/312095964/,Москва,sale,flat,1,19,2,70.0,-1,0,46900000,Хорошево-Мневники,Шелепихинская набережная,34к2,Шелепиха,Сердце Столицы
ZIP Realty,real_estate_agent,https://www.cian.ru/sale/flat/314272032/,Москва,sale,flat,7,18,2,81.4,-1,0,45000000,Хорошево-Мневники,Карамышевская набережная,36,Народное Ополчение,Wellton park
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/304516413/,Москва,sale,flat,1,12,2,38.2,-1,0,10700000,Черемушки, Каховка,22К5,Зюзино,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/312278500/,Москва,sale,flat,2,10,2,67.8,-1,0,71900000,Клубный дом в е Тверской2-комн. апартаменты,2/10 этаж,,,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315815519/,Москва,sale,flat,5,6,2,50.0,-1,0,66960000,Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa
На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/316778979/,Москва,sale,flat,11,17,2,66.5,-1,0,19400000,Бескудниковский,Коровинское шоссе,12,Селигерская,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/313841030/,Москва,sale,flat,23,36,2,57.0,-1,0,34000000,Хорошево-Мневники,Шелепихинская набережная,34к3,Шелепиха,Сердце Столицы
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/314846860/,Москва,sale,flat,10,13,2,73.5,-1,0,65000000,Раменки,Воробьевское шоссе,4,Поклонная,Воробьёв Дом
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/313985043/,Москва,sale,flat,5,14,2,53.0,-1,0,11600000,,шоссе Остафьевское,12к2,Щербинка,
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/308413458/,Москва,sale,flat,4,13,2,68.9,-1,0,95000000,Раменки,Воробьевское шоссе,4,Поклонная,Воробьёв Дом
ID 74595537,unknown,https://www.cian.ru/sale/flat/317134118/,Москва,sale,flat,10,19,2,74.2,-1,0,42330000,Даниловский,Г мкр,3,Крестьянская застава,Форивер ЖК
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/316493229/,Москва,sale,flat,3,14,2,69.5,-1,0,21900000,Коптево,Большая Академическая ,15К1,Красный Балтиец,
ID 83343149,unknown,https://www.cian.ru/sale/flat/317724078/,Москва,sale,flat,19,22,2,57.3,-1,0,33987000,Филевский парк,Большая Филевская ,3к2,Фили,Западный порт
СМАРЕНТ,real_estate_agent,https://www.cian.ru/sale/flat/317174557/,Москва,sale,flat,10,20,2,62.65,-1,0,32000000,Даниловский, Мустая Карима,12,Технопарк,WOW
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/317079893/,Москва,sale,flat,11,17,2,57.4,-1,0,15700000,Можайский,Витебская ,5,Рабочий посёлок,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/315362374/,Москва,sale,flat,12,13,2,55.0,-1,0,20500000,, 1-я Ватутинская,14к1,Ольховая,Russian Design District
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/313483842/,Москва,sale,flat,16,28,2,65.8,-1,0,30000000,Филевский парк,Береговой проезд,1А,Фили,мой адрес На Береговом
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316775549/,Москва,sale,flat,2,4,2,73.0,-1,0,60000000,Тверской,1-й Колобовский переулок,16С1,Трубная,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/313833367/,Москва,sale,flat,2,9,2,57.14,-1,0,93000000,Таганский,Большой Николоворобинский переулок,9к12,Чкаловская,Дом NV/9
ID 83721220,homeowner,https://www.cian.ru/sale/flat/317835134/,Москва,sale,flat,5,23,2,51.7,-1,0,16150000,Южное Бутово,Бартеневская ,18к2,Бунинская аллея,Южные сады
Алексей Рыбаков,realtor,https://www.cian.ru/sale/flat/315138788/,Москва,sale,flat,4,5,2,43.1,-1,0,11200000,Измайлово,Измайловский проезд,6К2,Измайловская,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/314844691/,Москва,sale,flat,8,13,2,83.4,-1,0,57900000,Раменки,Винницкая ,8к2,Раменки,Настоящее
Наталия Шпрингер,realtor,https://www.cian.ru/sale/flat/314290681/,Москва,sale,flat,4,9,2,44.9,-1,0,14340000,Коньково, Генерала Антонова,5К1,Беляево,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/314940906/,Москва,sale,flat,5,9,2,98.2,-1,0,180000000,Тверской,1-я Тверская-Ямская ,2А,Маяковская,Vesper Tverskaya
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/316015307/,Москва,sale,flat,10,12,2,79.0,-1,0,69000000,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская
Роман Зимин,realtor,https://www.cian.ru/sale/flat/225134236/,Москва,sale,flat,4,18,2,62.57,-1,0,12390000,Бирюлево Восточное,6-я Радиальная ,7/1к2,Царицыно,Царицыно-2
BRIGHT ESTATE - городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/309819745/,Москва,sale,flat,3,6,2,137.0,-1,0,199990000,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/315335442/,Москва,sale,flat,8,10,2,49.0,-1,0,46999000,Тверской,Большой Гнездниковский переулок,10,Пушкинская,
Виктория Демина,realtor,https://www.cian.ru/sale/flat/316959235/,Москва,sale,flat,3,12,2,50.8,-1,0,27500000,Басманный, Фридриха Энгельса,7-21,Бауманская,
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/315335437/,Москва,sale,flat,9,9,2,53.1,-1,0,49900000,Тверской,Тверская ,8К2,Пушкинская,
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/317331521/,Москва,sale,flat,11,36,2,53.0,-1,0,37900000,Хорошево-Мневники,Шелепихинская набережная,34к3зд6,Шелепиха,Сердце Столицы
ID 105284905,realtor,https://www.cian.ru/sale/flat/315634249/,Москва,sale,flat,8,8,2,44.3,-1,0,23850000,Сокол,Малый Песчаный переулок,2,Сокол,
BEYOND. ex-Engel Volkers,real_estate_agent,https://www.cian.ru/sale/flat/317613003/,Москва,sale,flat,14,66,2,67.3,-1,0,97585000,Пресненский,Краснопресненская набережная,14Ак2,Москва-Сити,Capital Towers
Delight Realty,real_estate_agent,https://www.cian.ru/sale/flat/314832827/,Москва,sale,flat,6,7,2,92.7,-1,0,42500000,Алексеевский,проспект Мира,102к2,Алексеевская,Парк Мира
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/317746571/,Москва,sale,flat,7,16,2,55.0,-1,0,20499000,Солнцево,Производственная ,12к2,Солнцево,Лучи
BEYOND. ex-Engel Volkers,real_estate_agent,https://www.cian.ru/sale/flat/311097615/,Москва,sale,flat,1,3,2,85.2,-1,0,115000000,Хорошево-Мневники,Таманская ,1,Народное Ополчение,
ID 62458682,homeowner,https://www.cian.ru/sale/flat/317641470/,Москва,sale,flat,9,9,2,65.6,-1,0,20700000,Печатники, Кухмистерова,14,Люблино,
Ордер,real_estate_agent,https://www.cian.ru/sale/flat/302338028/,Москва,sale,flat,4,12,2,50.0,-1,0,10950000,Выхино-Жулебино,Рязанский проспект,82К3,Юго-Восточная,
ID 12885667,realtor,https://www.cian.ru/sale/flat/316259476/,Москва,sale,flat,6,12,2,51.0,-1,0,25490000,Филевский парк, Василисы Кожиной,14К7,Багратионовская,
ID 46607964,homeowner,https://www.cian.ru/sale/flat/317858887/,Москва,sale,flat,6,8,2,45.8,-1,0,29900000,Красносельский, Маши Порываевой,38,Площадь трёх вокзалов,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/317724061/,Москва,sale,flat,5,5,2,45.0,-1,0,11500000,Метрогородок,Открытое шоссе,28К9,Бульвар Рокоссовского,
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/306875192/,Москва,sale,flat,6,6,2,96.0,-1,0,290000000,Хамовники, Льва Толстого,23к1,Парк Культуры,Литератор
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/315258508/,Москва,sale,flat,17,34,2,102.9,-1,0,109000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
ID 24059505,realtor,https://www.cian.ru/sale/flat/317366360/,Москва,sale,flat,2,8,2,42.2,-1,0,20900000,Ломоносовский,проспект Вернадского,33,Проспект Вернадского,
ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/317545885/,Москва,sale,flat,9,22,2,112.0,-1,0,82000000,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/316572259/,Москва,sale,flat,5,7,2,53.0,-1,0,81090000,Якиманка, Большая Полянка,44/2,Полянка,Полянка/44
Новь,official_representative,https://www.cian.ru/sale/flat/317496508/,Москва,sale,flat,3,8,2,54.4,-1,0,23000000,Гагаринский,Ленинский проспект,45,Ленинский проспект,
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/311331702/,Москва,sale,flat,6,8,2,96.0,-1,0,280000000,Хамовники, Льва Толстого,23к1,Парк Культуры,Литератор
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/314133589/,Москва,sale,flat,3,12,2,75.2,-1,0,48700000,Проспект Вернадского, Удальцова,26,Проспект Вернадского,
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/316626936/,Москва,sale,flat,22,22,2,40.0,-1,0,13900000,Текстильщики,1-й Грайвороновский проезд,1,Текстильщики,Грани
Алексей Рыбаков,realtor,https://www.cian.ru/sale/flat/314588171/,Москва,sale,flat,1,5,2,43.0,-1,0,10950000,Измайлово,Измайловский проезд,6К2,Измайловская,
ID 58490109,unknown,https://www.cian.ru/sale/flat/314793832/,Москва,sale,flat,6,9,2,44.1,-1,0,14950000,Головинский,Фестивальная ,44,Грачёвская,
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/316741191/,Москва,sale,flat,7,9,2,60.0,-1,0,19300000,Свиблово,проезд Серебрякова,3,Ботанический сад,
Estes,real_estate_agent,https://www.cian.ru/sale/flat/312761872/,Москва,sale,flat,14,15,2,59.2,-1,0,38500000,Нагатинский затон, Корабельная,15,Нагатинский Затон,Ривер Парк Коломенское
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/317398421/,Москва,sale,flat,14,41,2,48.0,-1,0,30990000,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/313656228/,Москва,sale,flat,7,8,2,60.0,-1,0,20900000,Сокол, Панфилова,10,Панфиловская,
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/316936068/,Москва,sale,flat,3,6,2,49.5,-1,0,52500000,Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/302999320/,Москва,sale,flat,4,8,2,69.8,-1,0,52226883,Хамовники,Смоленский бульвар,22/14,Смоленская,
ID 24614379,unknown,https://www.cian.ru/sale/flat/317486447/,Москва,sale,flat,10,12,2,44.9,-1,0,13500000,Отрадное, Декабристов,21,Отрадное,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306247628/,Москва,sale,flat,2,7,2,58.8,-1,0,33000000,Савеловский,Петровско-Разумовский проезд,16К2,Петровский Парк,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315253228/,Москва,sale,flat,6,11,2,55.1,-1,0,32500000,Басманный, Казакова,7,Курская,KAZAKOV Grand Loft
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317756774/,Москва,sale,flat,8,24,2,57.5,-1,0,19499000,Перово,3-я Владимирская ,23,Перово,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/307970936/,Москва,sale,flat,3,5,2,44.3,-1,0,49400000,Замоскворечье,Озерковская набережная,6,Новокузнецкая,Bogenhouse
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/316944758/,Москва,sale,flat,17,19,2,65.0,-1,0,46000000,Хорошево-Мневники,Шелепихинская набережная,42к1,Мнёвники,FreeDOM
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/316125699/,Москва,sale,flat,6,12,2,41.7,-1,0,11000000,Старое Крюково,Зеленоград,к832,Зеленоград — Крюково,
Князев и Партнёры,real_estate_agent,https://www.cian.ru/sale/flat/310065061/,Москва,sale,flat,4,5,2,57.5,-1,0,22000000,Хорошевский,Хорошевское шоссе,21А,Полежаевская,
Lars Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/311961438/,Москва,sale,flat,11,21,2,53.0,-1,0,22550000,Войковский,Выборгская ,9/1,Водный стадион,Невский
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/316546059/,Москва,sale,flat,16,17,2,60.1,-1,0,16500000,, Бориса Пастернака,25,Рассказовка,Переделкино Ближнее Город-парк
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/316361543/,Москва,sale,flat,18,24,2,62.7,-1,0,27000000,Филевский парк,Барклая ,6Ак1,Багратионовская,Барклая 6
Delight Realty,real_estate_agent,https://www.cian.ru/sale/flat/312574499/,Москва,sale,flat,1,10,2,63.5,-1,0,34000000,Хамовники,Оболенский переулок,7,Фрунзенская,
ID 42000859,unknown,https://www.cian.ru/sale/flat/314362092/,Москва,sale,flat,1,9,2,46.0,-1,0,11690000,Ивановское,Челябинская ,21,Первомайская,
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/317882718/,Москва,sale,flat,1,5,2,43.8,-1,0,9300000,Уютная 2 комн.кв в зеленом е2-комн. квартира,1/5 этаж,1/5 этаж,,
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/315974003/,Москва,sale,flat,9,19,2,57.0,-1,0,31000000,Хорошево-Мневники,Карамышевская набережная,34,Народное Ополчение,Wellton park
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/317037155/,Москва,sale,flat,7,9,2,48.0,-1,0,12100000,Восточное Измайлово,Первомайская ,113К1,Первомайская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/317878147/,Москва,sale,flat,2,5,2,56.6,-1,0,35800000,Хамовники,Комсомольский проспект,14/1К3,Парк Культуры,
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316781816/,Москва,sale,flat,2,23,2,49.0,-1,0,18800000,Очаково-Матвеевское,Веерная ,4к2,Матвеевская,
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/317390291/,Москва,sale,flat,1,5,2,63.0,-1,0,35000000,Басманный,Чистопрудный бульвар,12К3,Чистые пруды,
ХОРЕКА ИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/312483652/,Москва,sale,flat,1,22,2,39.0,-1,0,16500000,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316186342/,Москва,sale,flat,4,13,2,95.0,-1,0,161500000,Хамовники,Погодинская ,2,Киевская,Жизнь на Плющихе
ФРИДОМ,real_estate_agent,https://www.cian.ru/sale/flat/316982214/,Москва,sale,flat,9,12,2,37.0,-1,0,9900000,Дмитровский,Клязьминская ,6К1,Грачёвская,
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/314417502/,Москва,sale,flat,18,79,2,71.8,-1,0,49700000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
Time Property,real_estate_agent,https://www.cian.ru/sale/flat/313372838/,Москва,sale,flat,6,21,2,54.3,-1,0,31900000,Беговой, 1-я Ямского Поля,28С3,Белорусская,GloraX Premium Белорусская
ID 62510156,homeowner,https://www.cian.ru/sale/flat/317652316/,Москва,sale,flat,8,13,2,54.8,-1,0,11300000,, Барышевская Роща,2,Щербинка,Прима-Парк
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/315696382/,Москва,sale,flat,2,41,2,69.3,-1,0,44700000,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
ID 87162081,unknown,https://www.cian.ru/sale/flat/316738974/,Москва,sale,flat,2,3,2,53.8,-1,0,8330000,, Генерала Донскова,27к5,Апрелевка,Борисоглебское
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317780283/,Москва,sale,flat,8,10,2,51.6,-1,0,16399000,Головинский,Флотская ,50,Водный стадион,
Антон Ермолаев,realtor,https://www.cian.ru/sale/flat/314848971/,Москва,sale,flat,10,67,2,69.6,-1,0,77500000,Пресненский,Краснопресненская набережная,14Ак1,Москва-Сити,Capital Towers
333980,real_estate_agent,https://www.cian.ru/sale/flat/315143482/,Москва,sale,flat,2,18,2,100.0,-1,0,79890000,Раменки,Ломоносовский проспект,25к2,Университет,Dominion
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/317621326/,Москва,sale,flat,2,18,2,59.6,-1,0,22800000,Покровское-Стрешнево, Николая Озерова,2к1,Тушинская,Волоколамское шоссе
ZIP Realty,real_estate_agent,https://www.cian.ru/sale/flat/310634500/,Москва,sale,flat,1,12,2,54.8,-1,0,14200000,Новогиреево,Новогиреевская ,50/9,Перово,
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/315742208/,Москва,sale,flat,22,78,2,169.5,-1,0,136790000,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317002382/,Москва,sale,flat,20,22,2,58.0,-1,0,21500000,Бабушкинский, Менжинского,29,Бабушкинская,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/317204131/,Москва,sale,flat,5,6,2,100.0,-1,0,75000000,Замоскворечье,Большая Пионерская ,20,Павелецкая,
Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/312970614/,Москва,sale,flat,7,26,2,53.2,-1,0,31901200,Очаково-Матвеевское,Нежинская ,3А,Матвеевская,Городские резиденции SPIRES
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316465487/,Москва,sale,flat,1,5,2,42.8,-1,0,10000000,Новогиреево,Мартеновская ,22К2,Новогиреево,
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/316881217/,Москва,sale,flat,6,7,2,50.0,-1,0,30300000,Дорогомилово,Кутузовский проспект,24,Москва-Сити,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/316256052/,Москва,sale,flat,6,12,2,59.3,-1,0,34000000,Лефортово,проезд Шелихова,3,Площадь Ильича,Символ
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317652905/,Москва,sale,flat,4,17,2,53.2,-1,0,20700000,Теплый Стан,Ленинский проспект,127,Тропарёво,
AR Realty - Real Estate Agency,real_estate_agent,https://www.cian.ru/sale/flat/310306708/,Москва,sale,flat,12,25,2,74.0,-1,0,33950000,Раменки, Янковского,1к1,Аминьевская,Событие
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/316196150/,Москва,sale,flat,2,17,2,100.0,-1,0,79900000,Раменки,Ломоносовский проспект,25к2,Университет,Dominion
ID 98160739,realtor,https://www.cian.ru/sale/flat/316006860/,Москва,sale,flat,8,9,2,42.0,-1,0,14300000,Кузьминки, Федора Полетаева,32К2,Рязанский проспект,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/314383482/,Москва,sale,flat,10,21,2,82.0,-1,0,45000000,Останкинский, Академика Королева,10,Улица Академика Королёва,Седьмое Небо
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/312575065/,Москва,sale,flat,6,6,2,100.0,-1,0,75000000,Замоскворечье,Большая Пионерская ,20,Павелецкая,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317035063/,Москва,sale,flat,8,17,2,57.7,-1,0,22000000,Крылатское,Осенний бульвар,8К1,Крылатское,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/314304114/,Москва,sale,flat,2,8,2,61.5,-1,0,55300000,Таганский,Серебрянический переулок,8,Китай-город,Титул на Серебрянической
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306652887/,Москва,sale,flat,9,68,2,92.0,-1,0,105000000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317720569/,Москва,sale,flat,1,7,2,41.6,-1,0,13500000,Таганский,Малая Калитниковская ,5,Пролетарская,
Trinity,real_estate_agent,https://www.cian.ru/sale/flat/317507438/,Москва,sale,flat,8,12,2,47.3,-1,0,25800000,Тверской,Тихвинская ,9А,Менделеевская,
Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/309640290/,Москва,sale,flat,7,26,2,72.6,-1,0,27500000,Лефортово, Крузенштерна,12к2,Авиамоторная,Символ
МГСН-Проспект Мира,real_estate_agent,https://www.cian.ru/sale/flat/317558466/,Москва,sale,flat,5,9,2,36.0,-1,0,17490000,Таганский,Малая Калитниковская ,16,Пролетарская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/317210032/,Москва,sale,flat,4,8,2,77.0,-1,0,53000000,Хамовники,Саввинская набережная,3,Киевская,
ZIP Realty,real_estate_agent,https://www.cian.ru/sale/flat/317916557/,Москва,sale,flat,9,9,2,59.2,-1,0,22800000,Дорогомилово,Кутузовский проспект,8,Киевская,
Алексей Тесло-данилов,realtor,https://www.cian.ru/sale/flat/317461027/,Москва,sale,flat,8,8,2,42.7,-1,0,29200000,Хамовники,2-я Фрунзенская ,7,Фрунзенская,
CENTURY 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/317757576/,Москва,sale,flat,3,8,2,55.3,-1,0,133000000,Красносельский,Костянский переулок,13,Сретенский бульвар,Клубный дом TURGENEV
Антон Ермолаев,realtor,https://www.cian.ru/sale/flat/315117549/,Москва,sale,flat,4,9,2,57.1,-1,0,43900000,Тверской,Тверская ,15,Тверская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317063972/,Москва,sale,flat,4,5,2,44.0,-1,0,12600000,Восточное Измайлово,Сиреневый бульвар,42/22К3,Щёлковская,
REPLACE,real_estate_agent,https://www.cian.ru/sale/flat/315200524/,Москва,sale,flat,7,20,2,65.0,-1,0,62000000,Пресненский,Мантулинская ,9к2,Москва-Сити,City Park
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/310924420/,Москва,sale,flat,7,21,2,43.0,-1,0,35500000,Басманный, Земляной Вал,37к1,Чкаловская,Дом Chkalov
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317753759/,Москва,sale,flat,5,9,2,37.0,-1,0,13000000,Кунцево,Ельнинская ,18К1,Молодёжная,
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298881519/,Москва,sale,flat,4,8,2,77.0,-1,0,79735700,Якиманка,Софийская набережная,34С5,Третьяковская,Софийский
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/299655879/,Москва,sale,flat,14,24,2,46.0,-1,0,31000000,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/317165066/,Москва,sale,flat,5,12,2,45.1,-1,0,24500000,Замоскворечье,3-й Монетчиковский переулок,17,Павелецкая,
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298881521/,Москва,sale,flat,2,8,2,77.0,-1,0,100000000,Якиманка,Софийская набережная,34,Третьяковская,Софийский
